Offset(P)            #Ptr   #Hnd Access Name
0x000000001e5a0690      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\KernelBase.dll.mui
0x000000001e5a1800     15      0 R--r-d \Device\HarddiskVolume1\Windows\System32\msxml6.dll
0x000000001e5a1950     12      0 R--r-d \Device\HarddiskVolume1\Windows\System32\vcruntime140_1.dll
0x000000001e5a1c70      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001e5ac870     17      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\MsCtfMonitor.dll.mui
0x000000001e5adc00      3      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\VMware VGAuth\libcrypto-1_1-x64.dll
0x000000001e5af070     20      1 RWDr-- \Device\HarddiskVolume2\System Volume Information\tracking.log
0x000000001e5b07e0      2      1 ------ \Device\NamedPipe\MsFteWds
0x000000001e5b1270     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\webservices.dll
0x000000001e5b3230     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\msxml6r.dll
0x000000001e5b34e0     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\WSDApi.dll
0x000000001e5b53b0     12      0 R--r-d \Device\HarddiskVolume1\Windows\System32\MsCtfMonitor.dll
0x000000001e5b59b0      1      1 ------ \Device\NamedPipe\efsrpc
0x000000001e5b5f20     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\pcasvc.dll
0x000000001e5b6400     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\d3d10_1.dll
0x000000001e5b8070     17      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\dwm.exe.mui
0x000000001e5b8bf0      1      1 ------ \Device\NamedPipe\efsrpc
0x000000001e5bab00     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\ipconfig.exe.mui
0x000000001e5bae60     14      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\FirewallAPI.dll.mui
0x000000001e5bbf20     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\fundisc.dll
0x000000001e5beb30     12      0 R--r-d \Device\HarddiskVolume1\Windows\System32\fdPnp.dll
0x000000001e5bff20     14      0 R--r-d \Device\HarddiskVolume1\Windows\System32\api-ms-win-crt-locale-l1-1-0.dll
0x000000001e5c0a60      8      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\VMware VGAuth\glib-2.0.dll
0x000000001e5c0d00      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001e5c2850      2      1 ------ \Device\NamedPipe\trkwks
0x000000001e5c3530     17      1 R--r-d \Device\HarddiskVolume1\Windows\en-US\explorer.exe.mui
0x000000001e5c5d50     12      0 R--r-d \Device\HarddiskVolume1\Windows\System32\spool\prtprocs\x64\winprint.dll
0x000000001e5c5f20      1      1 ------ \Device\NamedPipe\trkwks
0x000000001e5c7c90      7      0 R--r-d \Device\HarddiskVolume1\Windows\System32\win32spl.dll
0x000000001e5cac20      5      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\VMToolsHook64.dll
0x000000001e5cbb00     16      0 RW---- \Device\HarddiskVolume1\ProgramData\Microsoft\RAC\StateData\RacWmiDataBookmarks.dat
0x000000001e5cd840     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\inetpp.dll
0x000000001e5ce710     17      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\inetpp.dll.mui
0x000000001e5cf070      1      1 ------ \Device\Afd\Endpoint
0x000000001e5cfb50      1      1 R--r-- \Device\HarddiskVolume1\Windows\Registration\R000000000006.clb
0x000000001e5d76d0      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000001e5d9bf0     12      0 R--r-d \Device\HarddiskVolume1\Windows\System32\PlaySndSrv.dll
0x000000001e5daf20      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\svchost.exe.mui
0x000000001e5de910     10      0 R--r-d \Device\HarddiskVolume1\Windows\System32\UIRibbonRes.dll
0x000000001e5df390      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\user32.dll.mui
0x000000001e5dfb20     12      0 R--r-d \Device\HarddiskVolume1\Windows\System32\mpr.dll
0x000000001e5dfc70      1      1 R--r-d \Device\HarddiskVolume1\Windows\Fonts\StaticCache.dat
0x000000001e5e0b20     14      0 R--r-d \Device\HarddiskVolume1\Windows\System32\api-ms-win-crt-process-l1-1-0.dll
0x000000001e5e0e80      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\msls31.dll
0x000000001e5e2070     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wer.dll
0x000000001e5e5460      4      0 R--r-d \Device\HarddiskVolume1\Windows\System32\dwm.exe
0x000000001e5e5950     17      1 RW-rwd \Device\HarddiskVolume1\Users\Administrator\AppData\Local\Microsoft\Windows\Explorer\thumbcache_idx.db
0x000000001e5ef5e0     10      0 R--r-d \Device\HarddiskVolume1\Windows\System32\cscapi.dll
0x000000001e5f0390     10      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wkssvc.dll
0x000000001e5f09d0     15      1 RW-rwd \Device\HarddiskVolume1\Users\Administrator\AppData\Local\Microsoft\Windows\Explorer\thumbcache_96.db
0x000000001e5f2990      4      0 R--r-d \Device\HarddiskVolume1\Windows\System32\msvcp140.dll
0x000000001e5f3f20     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\umpnpmgr.dll.mui
0x000000001e5f5b40     12      0 R--r-d \Device\HarddiskVolume1\Windows\System32\Syncreg.dll
0x000000001e5f5d10     12      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\plugins\vmsvc\powerOps.dll
0x000000001e5f6950     12      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\plugins\vmsvc\autoLogon.dll
0x000000001e5f7b00      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wbem\wbemcore.dll
0x000000001e5f9a40      1      1 R--r-- \Device\HarddiskVolume1\Windows\Registration\R000000000006.clb
0x000000001e5fdf20      4      1 ------ \Device\Afd\Endpoint
0x000000001e600bc0      3      0 R--r-d \Device\HarddiskVolume1\Windows\Microsoft.NET\Framework64\v2.0.50727\mscorwks.dll
0x000000001e6035b0     15      0 R--r-d \Device\HarddiskVolume1\Windows\System32\winsta.dll
0x000000001e608680     14      0 R--r-d \Device\HarddiskVolume1\Windows\System32\bcryptprimitives.dll
0x000000001e6087d0     12      0 R--r-d \Device\HarddiskVolume1\Windows\System32\profapi.dll
0x000000001e608ce0     10      0 R--r-- \Device\HarddiskVolume1\Windows\Fonts\pala.ttf
0x000000001e609b70      1      1 R--rw- \Device\HarddiskVolume1\Windows\System32
0x000000001e609e80      1      1 R--rw- \Device\HarddiskVolume1\Windows\System32
0x000000001e614f20     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\imm32.dll
0x000000001e616aa0      7      0 R--r-d \Device\HarddiskVolume1\Windows\System32\RpcRtRemote.dll
0x000000001e6187f0     18      1 RW-r-- \Device\HarddiskVolume1\Windows\System32\winevt\Logs\Microsoft-Windows-TerminalServices-LocalSessionManager%4Admin.evtx
0x000000001e618f20      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\user32.dll.mui
0x000000001e61ac70     10      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wbem\WmiPerfClass.dll
0x000000001e61b4f0     13      0 R--r-d \Device\HarddiskVolume1\Windows\System32\usbperf.dll
0x000000001e61c6f0     15      0 R--r-d \Device\HarddiskVolume1\Windows\System32\stdole2.tlb
0x000000001e61ef20     13      0 R--r-d \Device\HarddiskVolume1\Windows\System32\utildll.dll
0x000000001e61f070     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\MPSSVC.dll
0x000000001e622890     16      0 ------ \Device\HarddiskVolume1\Windows\System32\C_28591.NLS
0x000000001e6229e0     17      1 RW-rw- \Device\HarddiskVolume1\Users\Administrator\AppData\Local\Microsoft\Windows\History\History.IE5\index.dat
0x000000001e624dd0      1      1 RW-rwd \Device\HarddiskVolume1\Users\Administrator\AppData\Local\Microsoft\Windows\Explorer\thumbcache_idx.db
0x000000001e624f20      5      1 RW-rw- \Device\HarddiskVolume1\ProgramData\Microsoft\RAC\Temp\sql226E.tmp
0x000000001e625f20      8      0 R--r-- \Device\HarddiskVolume1\Windows\Fonts\segoeuib.ttf
0x000000001e627a50      7      0 R--r-d \Device\HarddiskVolume1\Windows\System32\apphelp.dll
0x000000001e627f20      2      0 R--r-d \Device\HarddiskVolume1\Windows\System32\schannel.dll
0x000000001e6298e0      4      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001e62c520      1      1 R--rw- \Device\HarddiskVolume1\Windows\System32
0x000000001e62cdc0      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001e6325f0      2      1 R--rwd \Device\HarddiskVolume1\$Extend\$ObjId
0x000000001e6328a0      9      0 R--r-d \Device\HarddiskVolume1\Windows\System32\negoexts.dll
0x000000001e633f20      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\fveapi.dll
0x000000001e6345a0      5      0 R--r-d \Device\HarddiskVolume1\Windows\System32\cryptsp.dll
0x000000001e635b80      6      0 R--r-- \Device\HarddiskVolume1\Windows\Fonts\tahoma.ttf
0x000000001e636070      7      0 R--r-d \Device\HarddiskVolume1\Windows\System32\SPInf.dll
0x000000001e636590     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\umpnpmgr.dll
0x000000001e638bf0      7      0 R--r-- \Device\HarddiskVolume1\Windows\Fonts\segoeui.ttf
0x000000001e639070      5      0 R--r-- \Device\HarddiskVolume1\Windows\Fonts\micross.ttf
0x000000001e63a8c0      2      1 ------ \Device\NamedPipe\wkssvc
0x000000001e63d960     33      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001e63e4e0     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\user32.dll.mui
0x000000001e640b50     16      0 R--r-- \Device\HarddiskVolume1\Windows\Fonts\marlett.ttf
0x000000001e6427b0      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\user32.dll.mui
0x000000001e643070     17      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\WinSATAPI.dll.mui
0x000000001e644200      9      0 R--r-d \Device\HarddiskVolume1\Windows\System32\sysntfy.dll
0x000000001e646810      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\setupapi.dll.mui
0x000000001e64b3f0     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\winlogon.exe
0x000000001e650c90      1      1 R--rw- \Device\HarddiskVolume1\Windows\System32
0x000000001e650f20     16      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\VMware VGAuth\libxmlsec.dll
0x000000001e651380     11      0 R--r-- \Device\HarddiskVolume1\Windows\Globalization\Sorting\SortDefault.nls
0x000000001e6516a0      1      1 R--rw- \Device\HarddiskVolume1\Windows\System32
0x000000001e652dd0      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001e653070      3      0 R--r-d \Device\HarddiskVolume1\Windows\System32\sxs.dll
0x000000001e653b90     17      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001e655200     13      0 R--r-d \Device\HarddiskVolume1\Windows\System32\WlS0WndH.dll
0x000000001e658070      1      1 ------ \Device\NamedPipe\InitShutdown
0x000000001e6582e0      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\services.exe
0x000000001e658be0      1      1 ------ \Device\NamedPipe\InitShutdown
0x000000001e658dd0      2      1 ------ \Device\NamedPipe\InitShutdown
0x000000001e660070      9      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001e660940      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000001e66bba0      4      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001e66d070     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\browcli.dll
0x000000001e66d4b0      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\propsys.dll.mui
0x000000001e66ef20     13      0 R--r-d \Device\HarddiskVolume1\Windows\System32\sspicli.dll
0x000000001e670070     14      0 R--r-d \Device\HarddiskVolume1\Windows\System32\AudioSes.dll
0x000000001e6758f0     13      0 R--r-d \Device\HarddiskVolume1\Windows\System32\rasctrs.dll
0x000000001e676dd0     13      0 R--r-d \Device\HarddiskVolume1\Windows\System32\cryptbase.dll
0x000000001e679c80      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.vc80.crt_1fc8b3b9a1e18e3b_8.0.50727.4940_none_88df89932faf0bf6
0x000000001e67a320      1      1 R--rw- \Device\HarddiskVolume1\Windows\System32
0x000000001e67a530      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\lsass.exe
0x000000001e67b860     10      0 R--r-d \Device\HarddiskVolume1\Windows\System32\sspisrv.dll
0x000000001e67bd00      7      0 R--r-d \Device\HarddiskVolume1\Windows\System32\scext.dll
0x000000001e67c1e0      1      1 R--rw- \Device\HarddiskVolume1\Windows\System32
0x000000001e67c700     10      0 R--r-d \Device\HarddiskVolume1\Windows\System32\lsm.exe
0x000000001e68f070     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wmsgapi.dll
0x000000001e68f830      1      1 R--rw- \Device\HarddiskVolume1\Windows\System32
0x000000001e690400     17      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\services.exe.mui
0x000000001e6907e0     12      0 R--r-d \Device\HarddiskVolume1\Windows\System32\samsrv.dll
0x000000001e691070      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\secur32.dll
0x000000001e693300     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\lsasrv.dll
0x000000001e693820     13      0 R--r-d \Device\HarddiskVolume1\Windows\System32\srvcli.dll
0x000000001e694780     10      0 R--r-d \Device\HarddiskVolume1\Windows\System32\dwmredir.dll
0x000000001e6948d0      7      0 R--r-d \Device\HarddiskVolume1\Windows\System32\scesrv.dll
0x000000001e6958e0      9      0 R--r-d \Device\HarddiskVolume1\Windows\System32\cryptdll.dll
0x000000001e698070     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wevtapi.dll
0x000000001e6a3200      4      0 R--r-d \Device\HarddiskVolume1\Windows\System32\d3d10_1core.dll
0x000000001e6a38f0     17      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\WSDMon.dll.mui
0x000000001e6ae5c0      5      0 R--r-d \Device\HarddiskVolume1\Windows\System32\mswsock.dll
0x000000001e6ae8e0     12      0 R--r-d \Device\HarddiskVolume1\Windows\System32\usbmon.dll
0x000000001e6b3070      2      1 ------ \Device\Afd\Endpoint
0x000000001e6b35c0      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\logoncli.dll
0x000000001e6b4760     10      0 R--r-d \Device\HarddiskVolume1\Windows\System32\cngaudit.dll
0x000000001e6b4930     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\authui.dll
0x000000001e6b5070     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wship6.dll
0x000000001e6b8710      4      0 R--r-d \Device\HarddiskVolume1\Windows\System32\netlogon.dll
0x000000001e6b8b80     13      0 R--r-d \Device\HarddiskVolume1\Windows\System32\authz.dll
0x000000001e6b9070      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\ncrypt.dll
0x000000001e6badf0     26      1 RW-r-- \Device\HarddiskVolume1\Windows\System32\winevt\Logs\System.evtx
0x000000001e6bef20      4      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001e6bf640      4      0 R--r-d \Device\HarddiskVolume1\Windows\System32\bcrypt.dll
0x000000001e6c14b0      2      1 ------ \Device\NamedPipe\eventlog
0x000000001e6c17e0      1      1 ------ \Device\NamedPipe\eventlog
0x000000001e6c2bf0      1      1 ------ \Device\NamedPipe\eventlog
0x000000001e6c4070      1      1 -W---- \Device\HarddiskVolume1\Windows\ServiceProfiles\LocalService\AppData\Local\lastalive1.dat
0x000000001e6c4f20      1      1 -W---- \Device\HarddiskVolume1\Windows\ServiceProfiles\LocalService\AppData\Local\lastalive0.dat
0x000000001e6c6bf0      5      0 R--r-d \Device\HarddiskVolume1\Windows\System32\gameux.dll
0x000000001e6c7d20      1      1 RW---- \Device\HarddiskVolume1\Windows\System32\config\SECURITY
0x000000001e6cac90     16      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\lsasrv.dll.mui
0x000000001e6cce20      9      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wdigest.dll
0x000000001e6cd490      1      1 RW---- \Device\HarddiskVolume1\Windows\System32\config\SECURITY.LOG1
0x000000001e6cd830      1      1 RW---- \Device\HarddiskVolume1\Windows\System32\config\SECURITY.LOG2
0x000000001e6cedc0      1      1 RWD--- \Device\HarddiskVolume1\Windows\System32\config\RegBack\SECURITY
0x000000001e6d0960      5      0 R--r-d \Device\HarddiskVolume1\Windows\System32\rsaenh.dll
0x000000001e6d4620      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\user32.dll.mui
0x000000001e6d5610      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\vmhgfs.dll
0x000000001e6d5760     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\ntlanman.dll
0x000000001e6d5ce0      5      0 R--r-d \Device\HarddiskVolume1\Windows\System32\pcwum.dll
0x000000001e6d67f0     13      0 R--r-d \Device\HarddiskVolume1\Windows\System32\msprivs.dll
0x000000001e6d9a20     10      0 R--r-d \Device\HarddiskVolume1\Windows\System32\devrtl.dll
0x000000001e6dc420     17      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\svchost.exe.mui
0x000000001e6def20     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\powrprof.dll
0x000000001e6dfc70      2      1 R--rwd \Device\HarddiskVolume1\Users\Administrator\AppData\Roaming\Microsoft\Credentials
0x000000001e6e1cd0     19      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001e6e2070      9      0 R--r-d \Device\HarddiskVolume1\Windows\System32\kerberos.dll
0x000000001e6e28d0      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\user32.dll.mui
0x000000001e6e3a10      1      1 ------ \Device\NamedPipe\wkssvc
0x000000001e6e5540      1      1 R--r-- \Device\HarddiskVolume1\Windows\Registration\R000000000006.clb
0x000000001e6e5b70     16      0 RW-rw- \Device\HarddiskVolume1\Windows\ServiceProfiles\LocalService\AppData\Roaming\Microsoft\Windows\Cookies\index.dat
0x000000001e6e7b60     13      0 R--r-d \Device\HarddiskVolume1\Windows\System32\msv1_0.dll
0x000000001e6e8700     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\conhost.exe.mui
0x000000001e6eabf0      1      1 -W-rw- \Device\HarddiskVolume1\Windows\debug\PASSWD.LOG
0x000000001e6eb560      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\WSDMon.dll
0x000000001e6eb940     16      0 R--r-d \Device\HarddiskVolume1\Windows\WindowsShell.Manifest
0x000000001e6ecf20      2      0 R--r-d \Device\HarddiskVolume1\Windows\System32\dnsapi.dll
0x000000001e6efae0     14      0 R--r-d \Device\HarddiskVolume1\Windows\System32\rsaenh.dll
0x000000001e6f0f20      9      0 R--r-d \Device\HarddiskVolume1\Windows\System32\TSpkg.dll
0x000000001e6f1070      9      0 R--r-d \Device\HarddiskVolume1\Windows\System32\credssp.dll
0x000000001e6f12c0      1      1 ------ \Device\NamedPipe\protected_storage
0x000000001e6f1b50      1      1 ------ \Device\NamedPipe\lsass
0x000000001e6f2630     10      0 R--r-d \Device\HarddiskVolume1\Windows\System32\efslsaext.dll
0x000000001e6f5a30     17      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\setupapi.dll.mui
0x000000001e6f5b80      2      1 ------ \Device\NamedPipe\protected_storage
0x000000001e6f5ea0      1      1 ------ \Device\NamedPipe\protected_storage
0x000000001e6f7750      1      1 ------ \Device\NamedPipe\ntsvcs
0x000000001e6f78a0      2      1 ------ \Device\NamedPipe\ntsvcs
0x000000001e6f7b40      1      1 ------ \Device\NamedPipe\ntsvcs
0x000000001e6f94a0     17      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001e6f95f0      1      1 ------ \Device\NamedPipe\scerpc
0x000000001e6f9960      2      1 ------ \Device\NamedPipe\scerpc
0x000000001e6f9e40      1      1 ------ \Device\NamedPipe\scerpc
0x000000001e6fa0f0      1      1 RW-rwd \Device\HarddiskVolume1\Users\Administrator\AppData\Local\Microsoft\Windows\Explorer\thumbcache_96.db
0x000000001e6fa620      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\setupapi.dll.mui
0x000000001e6fa990      1      1 RW---- \Device\HarddiskVolume1\Windows\System32\config\SAM.LOG1
0x000000001e6faac0      1      1 RW---- \Device\HarddiskVolume1\Windows\System32\config\SAM.LOG2
0x000000001e6faf20      1      1 RW---- \Device\HarddiskVolume1\Windows\System32\config\SAM
0x000000001e6fbf20      1      1 RWD--- \Device\HarddiskVolume1\Windows\System32\config\RegBack\SAM
0x000000001e704070      9      0 R--r-d \Device\HarddiskVolume1\Windows\System32\scecli.dll
0x000000001e7094a0      1      1 R--rw- \Device\HarddiskVolume1\Windows\System32
0x000000001e70dd50      9      0 R--r-d \Device\HarddiskVolume1\Windows\System32\svchost.exe
0x000000001e70df20     10      0 R--r-d \Device\HarddiskVolume1\Windows\System32\uxsms.dll
0x000000001e7122a0      1      1 ------ \Device\NamedPipe\plugplay
0x000000001e7123f0      2      1 ------ \Device\NamedPipe\plugplay
0x000000001e712690      1      1 ------ \Device\NamedPipe\plugplay
0x000000001e713e40      3      0 R--r-d \Device\HarddiskVolume1\Windows\System32\userenv.dll
0x000000001e714f20     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\gpapi.dll
0x000000001e715f20     33      0 RW-rwd \Device\HarddiskVolume1\$ConvertToNonresident
0x000000001e716d10     16      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001e716f20      1      1 RWDr-d \Device\HarddiskVolume1\Windows\System32\LogFiles\WMI\RtBackup\EtwRTUBPM.etl
0x000000001e717370     15      0 R--r-- \Device\HarddiskVolume1\Windows\System32\spool\drivers\x64\3\mxdwdui.BUD
0x000000001e7178d0      7      0 R--r-d \Device\HarddiskVolume1\Windows\System32\umpo.dll
0x000000001e7199b0     17      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\SearchIndexer.exe.mui
0x000000001e719d30      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\odbcint.dll.mui
0x000000001e722050      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001e724590      2      1 RW-r-- \Device\HarddiskVolume1\Windows\ServiceProfiles\NetworkService\NTUSER.DAT{60895853-2e6d-11ed-89e8-806e6f6e6963}.TM.blf
0x000000001e725070     18      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001e7252b0      1      1 RW---- \Device\HarddiskVolume1\Windows\ServiceProfiles\NetworkService\NTUSER.DAT.LOG2
0x000000001e727070      1      1 RW---- \Device\HarddiskVolume1\Windows\ServiceProfiles\NetworkService\NTUSER.DAT
0x000000001e727bd0      1      1 RW---- \Device\HarddiskVolume1\Windows\ServiceProfiles\NetworkService\NTUSER.DAT.LOG1
0x000000001e727f20     10      0 R--r-d \Device\HarddiskVolume1\Windows\System32\rpcss.dll
0x000000001e728c60     14      0 R--r-d \Device\HarddiskVolume1\Windows\System32\WSHTCPIP.DLL
0x000000001e729b40      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\RpcEpMap.dll
0x000000001e72b070      2      1 RW-r-- \Device\HarddiskVolume1\Windows\ServiceProfiles\NetworkService\NTUSER.DAT{60895853-2e6d-11ed-89e8-806e6f6e6963}.TMContainer00000000000000000002.regtrans-ms
0x000000001e72c580      2      1 RW-r-- \Device\HarddiskVolume1\Windows\ServiceProfiles\NetworkService\NTUSER.DAT{60895853-2e6d-11ed-89e8-806e6f6e6963}.TMContainer00000000000000000001.regtrans-ms
0x000000001e72e070      1      1 RW-rwd \Device\clfs\Device\HarddiskVolume1\Windows\ServiceProfiles\NetworkService\NTUSER.DAT{60895853-2e6d-11ed-89e8-806e6f6e6963}.TM
0x000000001e72e1c0      2      1 RW-rw- \Device\clfs\Device\HarddiskVolume1\Windows\ServiceProfiles\NetworkService\NTUSER.DAT{60895853-2e6d-11ed-89e8-806e6f6e6963}.TM
0x000000001e72ea10     17      1 RW-rwd \Device\HarddiskVolume1\Users\Administrator\AppData\Local\Microsoft\Windows\Explorer\thumbcache_32.db
0x000000001e72f460      1      1 ------ \Device\Afd\Endpoint
0x000000001e7322b0      1      1 R--rw- \Device\HarddiskVolume1\Windows\System32
0x000000001e74d590      2      1 ------ \Device\NamedPipe\Winsock2\CatalogChangeListener-17c-0
0x000000001e7508a0      2      1 RW-r-- \Device\HarddiskVolume1\Windows\ServiceProfiles\LocalService\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TMContainer00000000000000000001.regtrans-ms
0x000000001e757070      2      1 ------ \Device\Afd\Endpoint
0x000000001e7579a0      2      1 ------ \Device\NamedPipe\Winsock2\CatalogChangeListener-2ac-0
0x000000001e758400     17      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\wship6.dll.mui
0x000000001e7589b0      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\svchost.exe.mui
0x000000001e759200      1      1 ------ \Device\NamedPipe\epmapper
0x000000001e7593e0      1      1 RW---- \Device\HarddiskVolume1\Windows\ServiceProfiles\LocalService\NTUSER.DAT
0x000000001e75ac70      2      1 ------ \Device\Afd\Endpoint
0x000000001e75d630     17      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\wshtcpip.dll.mui
0x000000001e75ded0      2      1 ------ \Device\Afd\Endpoint
0x000000001e75f360     10      0 R--r-d \Device\HarddiskVolume1\Windows\System32\esent.dll
0x000000001e75f550      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\setupapi.dll.mui
0x000000001e75f860      1      1 ------ \Device\Afd\Endpoint
0x000000001e763880      1      1 ------ \Device\Afd\Endpoint
0x000000001e763b60      2      1 ------ \Device\Afd\Endpoint
0x000000001e764b70      1      1 ------ \Device\NamedPipe\epmapper
0x000000001e764cc0      2      1 ------ \Device\NamedPipe\epmapper
0x000000001e765910      4      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001e767bd0      1      1 RW---- \Device\HarddiskVolume1\Windows\ServiceProfiles\LocalService\NTUSER.DAT.LOG2
0x000000001e768930      2      1 ------ \Device\Afd\Endpoint
0x000000001e768d50      1      1 RW---- \Device\HarddiskVolume1\Windows\ServiceProfiles\LocalService\NTUSER.DAT.LOG1
0x000000001e76b580      2      1 ------ \Device\Afd\Endpoint
0x000000001e76bf20      2      1 ------ \Device\Afd\Endpoint
0x000000001e76d780      2      1 RW-rw- \Device\clfs\Device\HarddiskVolume1\Windows\ServiceProfiles\LocalService\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TM
0x000000001e76df20      2      1 RW-r-- \Device\HarddiskVolume1\Windows\ServiceProfiles\LocalService\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TM.blf
0x000000001e7706d0      2      1 ------ \Device\Afd\Endpoint
